,Temperature F,Number of Rides,Weather Description,index1,weekday
2014-08-24 02:00:00,67.19000000000003,60,light intensity drizzle,2014-08-24 02:00:00,Sunday
2014-08-24 03:00:00,66.90199999999997,37,broken clouds,2014-08-24 03:00:00,Sunday
2014-08-24 04:00:00,66.48800000000004,29,broken clouds,2014-08-24 04:00:00,Sunday
2014-08-24 07:00:00,62.95999999999998,29,fog,2014-08-24 07:00:00,Sunday
2014-08-24 08:00:00,61.60999999999998,31,mist,2014-08-24 08:00:00,Sunday
2014-08-24 09:00:00,59.86400000000003,42,mist,2014-08-24 09:00:00,Sunday
2014-08-24 12:00:00,61.26799999999999,35,mist,2014-08-24 12:00:00,Sunday
2014-08-24 16:00:00,76.02799999999996,43,scattered clouds,2014-08-24 16:00:00,Sunday
2014-08-24 17:00:00,77.86400000000003,51,broken clouds,2014-08-24 17:00:00,Sunday
2014-08-24 18:00:00,78.15199999999997,40,broken clouds,2014-08-24 18:00:00,Sunday
2014-08-25 01:00:00,67.02799999999996,32,few clouds,2014-08-25 01:00:00,Monday
2014-08-25 02:00:00,66.21799999999999,21,few clouds,2014-08-25 02:00:00,Monday
2014-08-25 03:00:00,63.751999999999974,27,sky is clear,2014-08-25 03:00:00,Monday
2014-08-25 04:00:00,62.582000000000015,17,mist,2014-08-25 04:00:00,Monday
2014-08-25 07:00:00,60.22400000000001,38,mist,2014-08-25 07:00:00,Monday
2014-08-25 08:00:00,59.288000000000046,46,mist,2014-08-25 08:00:00,Monday
2014-08-25 09:00:00,58.766000000000005,45,mist,2014-08-25 09:00:00,Monday
2014-08-25 12:00:00,61.969999999999956,33,mist,2014-08-25 12:00:00,Monday
2014-08-25 16:00:00,80.07799999999996,25,sky is clear,2014-08-25 16:00:00,Monday
2014-08-25 17:00:00,82.25600000000003,27,haze,2014-08-25 17:00:00,Monday
2014-08-25 18:00:00,83.82200000000003,35,few clouds,2014-08-25 18:00:00,Monday
2014-08-26 01:00:00,74.01199999999996,21,scattered clouds,2014-08-26 01:00:00,Tuesday
2014-08-26 02:00:00,72.40999999999998,21,scattered clouds,2014-08-26 02:00:00,Tuesday
2014-08-26 03:00:00,71.83399999999999,15,scattered clouds,2014-08-26 03:00:00,Tuesday
2014-08-26 04:00:00,69.85399999999996,14,broken clouds,2014-08-26 04:00:00,Tuesday
2014-08-26 07:00:00,66.57799999999996,38,mist,2014-08-26 07:00:00,Tuesday
2014-08-26 08:00:00,65.48000000000005,54,mist,2014-08-26 08:00:00,Tuesday
2014-08-26 09:00:00,64.58000000000004,51,mist,2014-08-26 09:00:00,Tuesday
2014-08-26 12:00:00,69.31400000000004,25,few clouds,2014-08-26 12:00:00,Tuesday
2014-08-26 16:00:00,81.23000000000005,47,light rain,2014-08-26 16:00:00,Tuesday
2014-08-26 17:00:00,82.99399999999997,41,light rain,2014-08-26 17:00:00,Tuesday
2014-08-26 18:00:00,84.74000000000002,25,scattered clouds,2014-08-26 18:00:00,Tuesday
2014-08-27 01:00:00,72.78800000000004,25,scattered clouds,2014-08-27 01:00:00,Wednesday
2014-08-27 02:00:00,72.05,18,scattered clouds,2014-08-27 02:00:00,Wednesday
2014-08-27 03:00:00,70.10600000000002,20,few clouds,2014-08-27 03:00:00,Wednesday
2014-08-27 04:00:00,69.09800000000003,19,few clouds,2014-08-27 04:00:00,Wednesday
2014-08-27 07:00:00,66.70399999999995,50,mist,2014-08-27 07:00:00,Wednesday
2014-08-27 08:00:00,65.984,46,mist,2014-08-27 08:00:00,Wednesday
2014-08-27 09:00:00,65.33599999999997,55,mist,2014-08-27 09:00:00,Wednesday
2014-08-27 12:00:00,68.01799999999999,26,mist,2014-08-27 12:00:00,Wednesday
2014-08-27 16:00:00,82.77799999999996,43,scattered clouds,2014-08-27 16:00:00,Wednesday
2014-08-27 17:00:00,85.47799999999997,27,scattered clouds,2014-08-27 17:00:00,Wednesday
2014-08-27 18:00:00,87.98000000000005,37,few clouds,2014-08-27 18:00:00,Wednesday
2014-08-28 01:00:00,78.74600000000005,28,mist,2014-08-28 01:00:00,Thursday
2014-08-28 02:00:00,77.41400000000003,26,mist,2014-08-28 02:00:00,Thursday
2014-08-28 03:00:00,75.83000000000004,17,mist,2014-08-28 03:00:00,Thursday
2014-08-28 04:00:00,75.59600000000005,18,mist,2014-08-28 04:00:00,Thursday
2014-08-28 07:00:00,72.93200000000002,40,fog,2014-08-28 07:00:00,Thursday
2014-08-28 08:00:00,71.18599999999996,65,fog,2014-08-28 08:00:00,Thursday
2014-08-28 09:00:00,70.28599999999997,56,fog,2014-08-28 09:00:00,Thursday
2014-08-28 12:00:00,66.86600000000001,30,scattered clouds,2014-08-28 12:00:00,Thursday
2014-08-28 16:00:00,74.60600000000002,38,sky is clear,2014-08-28 16:00:00,Thursday
2014-08-28 17:00:00,76.49600000000005,32,few clouds,2014-08-28 17:00:00,Thursday
2014-08-28 18:00:00,77.97200000000004,44,few clouds,2014-08-28 18:00:00,Thursday
2014-08-29 01:00:00,70.51999999999995,34,light rain,2014-08-29 01:00:00,Friday
2014-08-29 02:00:00,68.16199999999995,25,light rain,2014-08-29 02:00:00,Friday
2014-08-29 03:00:00,64.52599999999998,19,light rain,2014-08-29 03:00:00,Friday
2014-08-29 04:00:00,63.733999999999995,18,light rain,2014-08-29 04:00:00,Friday
2014-08-29 07:00:00,59.288000000000046,56,light rain,2014-08-29 07:00:00,Friday
2014-08-29 08:00:00,57.25399999999995,69,sky is clear,2014-08-29 08:00:00,Friday
2014-08-29 09:00:00,56.94800000000002,73,sky is clear,2014-08-29 09:00:00,Friday
2014-08-29 12:00:00,59.935999999999964,42,light rain,2014-08-29 12:00:00,Friday
2014-08-29 16:00:00,72.80600000000003,52,light rain,2014-08-29 16:00:00,Friday
2014-08-29 17:00:00,74.67799999999997,46,light rain,2014-08-29 17:00:00,Friday
2014-08-29 18:00:00,75.61400000000003,56,light rain,2014-08-29 18:00:00,Friday
2014-08-30 01:00:00,67.17200000000004,60,broken clouds,2014-08-30 01:00:00,Saturday
2014-08-30 02:00:00,66.29000000000002,51,broken clouds,2014-08-30 02:00:00,Saturday
2014-08-30 03:00:00,64.38200000000002,57,broken clouds,2014-08-30 03:00:00,Saturday
2014-08-30 04:00:00,62.50999999999998,48,scattered clouds,2014-08-30 04:00:00,Saturday
2014-08-30 07:00:00,59.233999999999995,34,mist,2014-08-30 07:00:00,Saturday
2014-08-30 08:00:00,58.67599999999999,39,mist,2014-08-30 08:00:00,Saturday
2014-08-30 09:00:00,57.91999999999996,38,mist,2014-08-30 09:00:00,Saturday
2014-08-30 12:00:00,60.61999999999996,48,mist,2014-08-30 12:00:00,Saturday
2014-08-30 16:00:00,74.75,75,scattered clouds,2014-08-30 16:00:00,Saturday
2014-08-30 17:00:00,76.1,46,scattered clouds,2014-08-30 17:00:00,Saturday
2014-08-30 18:00:00,76.29800000000003,55,broken clouds,2014-08-30 18:00:00,Saturday
2014-08-31 01:00:00,73.09399999999997,77,overcast clouds,2014-08-31 01:00:00,Sunday
2014-08-31 02:00:00,72.59000000000002,76,overcast clouds,2014-08-31 02:00:00,Sunday
2014-08-31 03:00:00,72.392,48,overcast clouds,2014-08-31 03:00:00,Sunday
2014-08-31 04:00:00,72.17599999999999,31,broken clouds,2014-08-31 04:00:00,Sunday
2014-08-31 07:00:00,71.07799999999996,39,overcast clouds,2014-08-31 07:00:00,Sunday
2014-08-31 08:00:00,71.042,35,overcast clouds,2014-08-31 08:00:00,Sunday
2014-08-31 09:00:00,71.20399999999995,33,overcast clouds,2014-08-31 09:00:00,Sunday
2014-08-31 12:00:00,72.21199999999996,34,fog,2014-08-31 12:00:00,Sunday
2014-08-31 16:00:00,80.36600000000001,68,haze,2014-08-31 16:00:00,Sunday
2014-08-31 17:00:00,83.408,57,broken clouds,2014-08-31 17:00:00,Sunday
2014-08-31 18:00:00,86.93599999999996,50,broken clouds,2014-08-31 18:00:00,Sunday
2014-09-01 01:00:00,75.61400000000003,48,mist,2014-09-01 01:00:00,Monday
2014-09-01 02:00:00,75.61400000000003,47,mist,2014-09-01 02:00:00,Monday
2014-09-01 03:00:00,74.858,24,mist,2014-09-01 03:00:00,Monday
2014-09-01 04:00:00,74.69600000000005,19,mist,2014-09-01 04:00:00,Monday
2014-09-01 07:00:00,73.54399999999997,23,mist,2014-09-01 07:00:00,Monday
2014-09-01 08:00:00,73.54399999999997,20,fog,2014-09-01 08:00:00,Monday
2014-09-01 09:00:00,73.23800000000004,18,mist,2014-09-01 09:00:00,Monday
2014-09-01 12:00:00,74.08399999999999,19,fog,2014-09-01 12:00:00,Monday
2014-09-01 16:00:00,82.058,37,scattered clouds,2014-09-01 16:00:00,Monday
2014-09-01 17:00:00,84.308,40,broken clouds,2014-09-01 17:00:00,Monday
2014-09-01 18:00:00,84.91999999999996,41,broken clouds,2014-09-01 18:00:00,Monday
2014-09-02 01:00:00,77.75600000000003,34,broken clouds,2014-09-02 01:00:00,Tuesday
2014-09-02 02:00:00,77.52200000000003,23,broken clouds,2014-09-02 02:00:00,Tuesday
2014-09-02 03:00:00,76.442,27,mist,2014-09-02 03:00:00,Tuesday
2014-09-02 04:00:00,75.70399999999995,17,mist,2014-09-02 04:00:00,Tuesday
2014-09-02 07:00:00,73.56199999999995,45,mist,2014-09-02 07:00:00,Tuesday
2014-09-02 08:00:00,73.32799999999996,73,fog,2014-09-02 08:00:00,Tuesday
2014-09-02 09:00:00,72.75199999999998,55,fog,2014-09-02 09:00:00,Tuesday
2014-09-02 12:00:00,73.90399999999995,40,mist,2014-09-02 12:00:00,Tuesday
2014-09-02 16:00:00,87.53000000000004,49,broken clouds,2014-09-02 16:00:00,Tuesday
2014-09-02 17:00:00,88.03399999999999,46,broken clouds,2014-09-02 17:00:00,Tuesday
2014-09-02 18:00:00,89.24000000000002,48,broken clouds,2014-09-02 18:00:00,Tuesday
2014-09-03 01:00:00,81.53599999999997,24,broken clouds,2014-09-03 01:00:00,Wednesday
2014-09-03 02:00:00,81.42799999999997,21,broken clouds,2014-09-03 02:00:00,Wednesday
2014-09-03 03:00:00,81.06799999999998,12,broken clouds,2014-09-03 03:00:00,Wednesday
2014-09-03 04:00:00,79.53800000000004,29,broken clouds,2014-09-03 04:00:00,Wednesday
2014-09-03 07:00:00,74.01199999999996,47,broken clouds,2014-09-03 07:00:00,Wednesday
2014-09-03 08:00:00,72.23000000000005,70,scattered clouds,2014-09-03 08:00:00,Wednesday
2014-09-03 09:00:00,71.22200000000004,75,few clouds,2014-09-03 09:00:00,Wednesday
2014-09-03 12:00:00,69.94399999999997,42,fog,2014-09-03 12:00:00,Wednesday
2014-09-03 16:00:00,78.74600000000005,41,few clouds,2014-09-03 16:00:00,Wednesday
2014-09-03 17:00:00,80.38399999999999,51,broken clouds,2014-09-03 17:00:00,Wednesday
2014-09-03 18:00:00,82.076,49,broken clouds,2014-09-03 18:00:00,Wednesday
2014-09-04 01:00:00,73.54399999999997,17,scattered clouds,2014-09-04 01:00:00,Thursday
2014-09-04 02:00:00,70.75399999999995,15,scattered clouds,2014-09-04 02:00:00,Thursday
2014-09-04 03:00:00,69.89000000000001,22,scattered clouds,2014-09-04 03:00:00,Thursday
2014-09-04 04:00:00,68.19800000000002,11,fog,2014-09-04 04:00:00,Thursday
2014-09-04 07:00:00,64.63399999999999,58,mist,2014-09-04 07:00:00,Thursday
2014-09-04 08:00:00,63.842,93,fog,2014-09-04 08:00:00,Thursday
2014-09-04 09:00:00,62.94199999999999,63,sky is clear,2014-09-04 09:00:00,Thursday
2014-09-04 12:00:00,64.16600000000001,52,mist,2014-09-04 12:00:00,Thursday
2014-09-04 16:00:00,81.64399999999998,47,mist,2014-09-04 16:00:00,Thursday
2014-09-04 17:00:00,83.3,33,mist,2014-09-04 17:00:00,Thursday
2014-09-04 18:00:00,84.55999999999997,45,few clouds,2014-09-04 18:00:00,Thursday
2014-09-05 01:00:00,76.208,23,scattered clouds,2014-09-05 01:00:00,Friday
2014-09-05 02:00:00,74.73200000000001,28,scattered clouds,2014-09-05 02:00:00,Friday
2014-09-05 03:00:00,72.40999999999998,16,scattered clouds,2014-09-05 03:00:00,Friday
2014-09-05 04:00:00,71.58200000000002,8,scattered clouds,2014-09-05 04:00:00,Friday
2014-09-05 07:00:00,68.32400000000001,63,mist,2014-09-05 07:00:00,Friday
2014-09-05 08:00:00,68.54000000000002,82,mist,2014-09-05 08:00:00,Friday
2014-09-05 09:00:00,68.14399999999998,72,broken clouds,2014-09-05 09:00:00,Friday
2014-09-05 12:00:00,69.99800000000002,41,haze,2014-09-05 12:00:00,Friday
2014-09-05 16:00:00,79.98800000000004,49,mist,2014-09-05 16:00:00,Friday
2014-09-05 17:00:00,81.42799999999997,54,haze,2014-09-05 17:00:00,Friday
2014-09-05 18:00:00,82.34600000000005,48,haze,2014-09-05 18:00:00,Friday
2014-09-06 01:00:00,77.30600000000003,62,scattered clouds,2014-09-06 01:00:00,Saturday
2014-09-06 02:00:00,75.63200000000002,53,light rain,2014-09-06 02:00:00,Saturday
2014-09-06 03:00:00,74.94800000000002,39,mist,2014-09-06 03:00:00,Saturday
2014-09-06 04:00:00,74.44399999999997,33,mist,2014-09-06 04:00:00,Saturday
2014-09-06 07:00:00,73.59800000000003,35,mist,2014-09-06 07:00:00,Saturday
2014-09-06 08:00:00,73.4,37,fog,2014-09-06 08:00:00,Saturday
2014-09-06 09:00:00,73.41799999999998,35,mist,2014-09-06 09:00:00,Saturday
2014-09-06 12:00:00,75.74000000000002,29,haze,2014-09-06 12:00:00,Saturday
2014-09-06 16:00:00,84.91999999999996,57,scattered clouds,2014-09-06 16:00:00,Saturday
2014-09-06 17:00:00,85.78399999999999,50,scattered clouds,2014-09-06 17:00:00,Saturday
2014-09-06 18:00:00,88.016,66,thunderstorm with light rain,2014-09-06 18:00:00,Saturday
2014-09-07 01:00:00,75.14600000000004,87,proximity thunderstorm,2014-09-07 01:00:00,Sunday
2014-09-07 02:00:00,74.11999999999996,59,proximity thunderstorm,2014-09-07 02:00:00,Sunday
2014-09-07 03:00:00,70.51999999999995,49,thunderstorm,2014-09-07 03:00:00,Sunday
2014-09-07 04:00:00,66.45199999999997,33,light rain,2014-09-07 04:00:00,Sunday
2014-09-07 07:00:00,63.68000000000004,24,overcast clouds,2014-09-07 07:00:00,Sunday
2014-09-07 08:00:00,63.82400000000001,24,light rain,2014-09-07 08:00:00,Sunday
2014-09-07 09:00:00,63.535999999999966,28,light rain,2014-09-07 09:00:00,Sunday
2014-09-07 12:00:00,64.16600000000001,39,scattered clouds,2014-09-07 12:00:00,Sunday
2014-09-07 16:00:00,73.83200000000002,58,scattered clouds,2014-09-07 16:00:00,Sunday
2014-09-07 17:00:00,75.70399999999995,37,broken clouds,2014-09-07 17:00:00,Sunday
2014-09-07 18:00:00,76.81999999999996,42,scattered clouds,2014-09-07 18:00:00,Sunday
2014-09-08 01:00:00,67.17200000000004,41,broken clouds,2014-09-08 01:00:00,Monday
2014-09-08 02:00:00,66.03800000000004,20,broken clouds,2014-09-08 02:00:00,Monday
2014-09-08 03:00:00,64.09399999999997,15,scattered clouds,2014-09-08 03:00:00,Monday
2014-09-08 04:00:00,62.94199999999999,11,scattered clouds,2014-09-08 04:00:00,Monday
2014-09-08 07:00:00,60.188000000000045,67,broken clouds,2014-09-08 07:00:00,Monday
2014-09-08 08:00:00,59.66600000000001,74,mist,2014-09-08 08:00:00,Monday
2014-09-08 09:00:00,58.693999999999974,69,broken clouds,2014-09-08 09:00:00,Monday
2014-09-08 12:00:00,60.44000000000002,33,scattered clouds,2014-09-08 12:00:00,Monday
2014-09-08 16:00:00,72.23000000000005,33,broken clouds,2014-09-08 16:00:00,Monday
2014-09-08 17:00:00,73.74199999999999,39,broken clouds,2014-09-08 17:00:00,Monday
2014-09-08 18:00:00,74.49800000000002,40,broken clouds,2014-09-08 18:00:00,Monday
2014-09-09 01:00:00,67.80199999999998,19,broken clouds,2014-09-09 01:00:00,Tuesday
2014-09-09 02:00:00,66.59600000000005,22,broken clouds,2014-09-09 02:00:00,Tuesday
2014-09-09 03:00:00,65.94800000000002,15,broken clouds,2014-09-09 03:00:00,Tuesday
2014-09-09 04:00:00,64.66999999999996,9,broken clouds,2014-09-09 04:00:00,Tuesday
2014-09-09 07:00:00,61.7,60,scattered clouds,2014-09-09 07:00:00,Tuesday
2014-09-09 08:00:00,61.016000000000005,76,scattered clouds,2014-09-09 08:00:00,Tuesday
2014-09-09 09:00:00,61.37599999999999,58,broken clouds,2014-09-09 09:00:00,Tuesday
2014-09-09 12:00:00,62.041999999999994,32,broken clouds,2014-09-09 12:00:00,Tuesday
2014-09-09 16:00:00,69.09800000000003,37,overcast clouds,2014-09-09 16:00:00,Tuesday
2014-09-09 17:00:00,69.8,37,overcast clouds,2014-09-09 17:00:00,Tuesday
2014-09-09 18:00:00,71.11400000000003,31,overcast clouds,2014-09-09 18:00:00,Tuesday
2014-09-10 01:00:00,68.9,26,overcast clouds,2014-09-10 01:00:00,Wednesday
2014-09-10 02:00:00,68.21600000000001,17,overcast clouds,2014-09-10 02:00:00,Wednesday
2014-09-10 03:00:00,67.78399999999999,17,overcast clouds,2014-09-10 03:00:00,Wednesday
2014-09-10 04:00:00,67.15399999999995,9,overcast clouds,2014-09-10 04:00:00,Wednesday
2014-09-10 07:00:00,64.83200000000002,63,light rain,2014-09-10 07:00:00,Wednesday
2014-09-10 08:00:00,64.04000000000002,71,light rain,2014-09-10 08:00:00,Wednesday
2014-09-10 09:00:00,63.31999999999996,81,light rain,2014-09-10 09:00:00,Wednesday
2014-09-10 12:00:00,62.024000000000015,37,broken clouds,2014-09-10 12:00:00,Wednesday
2014-09-10 16:00:00,72.37400000000001,27,light rain,2014-09-10 16:00:00,Wednesday
2014-09-10 17:00:00,74.066,41,mist,2014-09-10 17:00:00,Wednesday
2014-09-10 18:00:00,75.07400000000001,30,broken clouds,2014-09-10 18:00:00,Wednesday
2014-09-11 01:00:00,68.71999999999996,23,broken clouds,2014-09-11 01:00:00,Thursday
2014-09-11 02:00:00,67.98200000000001,14,broken clouds,2014-09-11 02:00:00,Thursday
2014-09-11 03:00:00,67.08200000000002,12,broken clouds,2014-09-11 03:00:00,Thursday
2014-09-11 04:00:00,66.72200000000004,10,broken clouds,2014-09-11 04:00:00,Thursday
2014-09-11 07:00:00,66.27200000000003,61,broken clouds,2014-09-11 07:00:00,Thursday
2014-09-11 08:00:00,66.55999999999997,81,broken clouds,2014-09-11 08:00:00,Thursday
2014-09-11 09:00:00,66.68599999999996,66,light rain,2014-09-11 09:00:00,Thursday
2014-09-11 12:00:00,68.28800000000004,35,mist,2014-09-11 12:00:00,Thursday
2014-09-11 16:00:00,75.23599999999996,36,overcast clouds,2014-09-11 16:00:00,Thursday
2014-09-11 17:00:00,76.67599999999999,46,overcast clouds,2014-09-11 17:00:00,Thursday
2014-09-11 18:00:00,77.66600000000001,42,overcast clouds,2014-09-11 18:00:00,Thursday
2014-09-12 01:00:00,75.38000000000004,25,scattered clouds,2014-09-12 01:00:00,Friday
2014-09-12 02:00:00,74.31799999999998,23,scattered clouds,2014-09-12 02:00:00,Friday
2014-09-12 03:00:00,73.00399999999995,13,scattered clouds,2014-09-12 03:00:00,Friday
2014-09-12 04:00:00,70.55600000000003,8,scattered clouds,2014-09-12 04:00:00,Friday
2014-09-12 07:00:00,63.877999999999965,47,few clouds,2014-09-12 07:00:00,Friday
2014-09-12 08:00:00,62.27599999999999,90,broken clouds,2014-09-12 08:00:00,Friday
2014-09-12 09:00:00,61.483999999999995,55,scattered clouds,2014-09-12 09:00:00,Friday
2014-09-12 12:00:00,60.061999999999955,36,scattered clouds,2014-09-12 12:00:00,Friday
2014-09-12 16:00:00,68.25199999999998,41,scattered clouds,2014-09-12 16:00:00,Friday
2014-09-12 17:00:00,70.934,51,scattered clouds,2014-09-12 17:00:00,Friday
2014-09-12 18:00:00,73.23800000000004,56,sky is clear,2014-09-12 18:00:00,Friday
2014-09-13 01:00:00,62.41999999999996,81,sky is clear,2014-09-13 01:00:00,Saturday
2014-09-13 02:00:00,61.214000000000034,53,few clouds,2014-09-13 02:00:00,Saturday
2014-09-13 03:00:00,61.05199999999998,32,broken clouds,2014-09-13 03:00:00,Saturday
2014-09-13 04:00:00,59.39600000000005,43,broken clouds,2014-09-13 04:00:00,Saturday
2014-09-13 07:00:00,57.685999999999964,35,broken clouds,2014-09-13 07:00:00,Saturday
2014-09-13 08:00:00,57.038000000000046,34,broken clouds,2014-09-13 08:00:00,Saturday
2014-09-13 09:00:00,57.685999999999964,44,broken clouds,2014-09-13 09:00:00,Saturday
2014-09-13 12:00:00,59.50399999999995,42,overcast clouds,2014-09-13 12:00:00,Saturday
2014-09-13 16:00:00,63.64399999999997,79,light intensity drizzle,2014-09-13 16:00:00,Saturday
2014-09-13 17:00:00,65.69600000000005,53,light rain,2014-09-13 17:00:00,Saturday
2014-09-13 18:00:00,65.80399999999995,67,moderate rain,2014-09-13 18:00:00,Saturday
2014-09-14 01:00:00,61.26799999999999,104,mist,2014-09-14 01:00:00,Sunday
2014-09-14 02:00:00,60.63800000000005,60,fog,2014-09-14 02:00:00,Sunday
2014-09-14 03:00:00,59.251999999999974,76,fog,2014-09-14 03:00:00,Sunday
2014-09-14 04:00:00,58.082000000000015,36,fog,2014-09-14 04:00:00,Sunday
2014-09-14 07:00:00,54.08599999999997,38,light rain,2014-09-14 07:00:00,Sunday
2014-09-14 08:00:00,52.483999999999995,37,sky is clear,2014-09-14 08:00:00,Sunday
2014-09-14 09:00:00,51.35,31,mist,2014-09-14 09:00:00,Sunday
2014-09-14 12:00:00,51.22400000000001,42,mist,2014-09-14 12:00:00,Sunday
2014-09-14 16:00:00,61.66400000000003,52,scattered clouds,2014-09-14 16:00:00,Sunday
2014-09-14 17:00:00,65.10199999999998,51,broken clouds,2014-09-14 17:00:00,Sunday
2014-09-14 18:00:00,66.16400000000003,49,broken clouds,2014-09-14 18:00:00,Sunday
2014-09-15 01:00:00,58.51400000000003,34,broken clouds,2014-09-15 01:00:00,Monday
2014-09-15 02:00:00,56.82200000000004,21,scattered clouds,2014-09-15 02:00:00,Monday
2014-09-15 03:00:00,55.36400000000003,15,scattered clouds,2014-09-15 03:00:00,Monday
2014-09-15 04:00:00,54.30199999999998,14,mist,2014-09-15 04:00:00,Monday
2014-09-15 07:00:00,50.54000000000002,67,sky is clear,2014-09-15 07:00:00,Monday
2014-09-15 08:00:00,49.964000000000034,81,mist,2014-09-15 08:00:00,Monday
2014-09-15 09:00:00,49.51400000000003,63,fog,2014-09-15 09:00:00,Monday
2014-09-15 12:00:00,50.99000000000002,26,mist,2014-09-15 12:00:00,Monday
2014-09-15 16:00:00,65.04800000000003,34,scattered clouds,2014-09-15 16:00:00,Monday
2014-09-15 17:00:00,66.90199999999997,39,scattered clouds,2014-09-15 17:00:00,Monday
2014-09-15 18:00:00,68.684,25,scattered clouds,2014-09-15 18:00:00,Monday
2014-09-16 01:00:00,59.54000000000002,36,broken clouds,2014-09-16 01:00:00,Tuesday
2014-09-16 02:00:00,58.60399999999995,12,broken clouds,2014-09-16 02:00:00,Tuesday
2014-09-16 03:00:00,57.29000000000002,9,broken clouds,2014-09-16 03:00:00,Tuesday
2014-09-16 04:00:00,56.443999999999974,12,mist,2014-09-16 04:00:00,Tuesday
2014-09-16 07:00:00,56.08399999999999,45,overcast clouds,2014-09-16 07:00:00,Tuesday
2014-09-16 08:00:00,56.641999999999996,113,overcast clouds,2014-09-16 08:00:00,Tuesday
2014-09-16 09:00:00,56.101999999999975,90,mist,2014-09-16 09:00:00,Tuesday
2014-09-16 12:00:00,57.30800000000001,29,mist,2014-09-16 12:00:00,Tuesday
2014-09-16 16:00:00,62.40199999999997,22,mist,2014-09-16 16:00:00,Tuesday
2014-09-16 17:00:00,65.858,35,broken clouds,2014-09-16 17:00:00,Tuesday
2014-09-16 18:00:00,66.74000000000002,30,broken clouds,2014-09-16 18:00:00,Tuesday
2014-09-17 01:00:00,60.29600000000005,23,scattered clouds,2014-09-17 01:00:00,Wednesday
2014-09-17 02:00:00,58.711999999999954,13,broken clouds,2014-09-17 02:00:00,Wednesday
2014-09-17 03:00:00,56.87599999999999,19,mist,2014-09-17 03:00:00,Wednesday
2014-09-17 04:00:00,55.814000000000036,16,haze,2014-09-17 04:00:00,Wednesday
2014-09-17 07:00:00,52.682000000000016,56,fog,2014-09-17 07:00:00,Wednesday
2014-09-17 08:00:00,51.674000000000014,72,fog,2014-09-17 08:00:00,Wednesday
2014-09-17 09:00:00,51.02599999999999,36,fog,2014-09-17 09:00:00,Wednesday
2014-09-17 12:00:00,51.25999999999998,30,fog,2014-09-17 12:00:00,Wednesday
2014-09-17 16:00:00,67.08200000000002,29,scattered clouds,2014-09-17 16:00:00,Wednesday
2014-09-17 17:00:00,69.33200000000002,30,scattered clouds,2014-09-17 17:00:00,Wednesday
2014-09-17 18:00:00,69.8,43,scattered clouds,2014-09-17 18:00:00,Wednesday
2014-09-18 01:00:00,59.97200000000004,24,scattered clouds,2014-09-18 01:00:00,Thursday
2014-09-18 02:00:00,57.758,16,scattered clouds,2014-09-18 02:00:00,Thursday
2014-09-18 03:00:00,55.832000000000015,21,scattered clouds,2014-09-18 03:00:00,Thursday
2014-09-18 04:00:00,54.71600000000001,18,scattered clouds,2014-09-18 04:00:00,Thursday
2014-09-18 07:00:00,51.76400000000003,57,sky is clear,2014-09-18 07:00:00,Thursday
2014-09-18 08:00:00,51.36799999999998,79,mist,2014-09-18 08:00:00,Thursday
2014-09-18 09:00:00,51.11600000000001,67,mist,2014-09-18 09:00:00,Thursday
2014-09-18 12:00:00,53.780000000000044,34,mist,2014-09-18 12:00:00,Thursday
2014-09-18 16:00:00,71.20399999999995,37,scattered clouds,2014-09-18 16:00:00,Thursday
2014-09-18 17:00:00,71.95999999999998,48,scattered clouds,2014-09-18 17:00:00,Thursday
2014-09-18 18:00:00,73.09399999999997,39,scattered clouds,2014-09-18 18:00:00,Thursday
2014-09-19 01:00:00,62.29399999999997,23,few clouds,2014-09-19 01:00:00,Friday
2014-09-19 02:00:00,59.68399999999999,26,few clouds,2014-09-19 02:00:00,Friday
2014-09-19 03:00:00,59.45,23,few clouds,2014-09-19 03:00:00,Friday
2014-09-19 04:00:00,58.424000000000014,14,few clouds,2014-09-19 04:00:00,Friday
2014-09-19 07:00:00,56.3,72,mist,2014-09-19 07:00:00,Friday
2014-09-19 08:00:00,56.06600000000001,86,mist,2014-09-19 08:00:00,Friday
2014-09-19 09:00:00,55.075999999999986,66,mist,2014-09-19 09:00:00,Friday
2014-09-19 12:00:00,52.39399999999997,37,broken clouds,2014-09-19 12:00:00,Friday
2014-09-19 16:00:00,60.83599999999997,33,broken clouds,2014-09-19 16:00:00,Friday
2014-09-19 17:00:00,62.07799999999996,42,broken clouds,2014-09-19 17:00:00,Friday
2014-09-19 18:00:00,63.535999999999966,53,scattered clouds,2014-09-19 18:00:00,Friday
2014-09-20 01:00:00,57.79399999999997,58,broken clouds,2014-09-20 01:00:00,Saturday
2014-09-20 02:00:00,57.758,48,broken clouds,2014-09-20 02:00:00,Saturday
2014-09-20 03:00:00,57.21799999999998,58,broken clouds,2014-09-20 03:00:00,Saturday
2014-09-20 04:00:00,56.75,40,mist,2014-09-20 04:00:00,Saturday
2014-09-20 07:00:00,55.291999999999994,35,mist,2014-09-20 07:00:00,Saturday
2014-09-20 08:00:00,55.346000000000046,36,mist,2014-09-20 08:00:00,Saturday
2014-09-20 09:00:00,54.95,32,mist,2014-09-20 09:00:00,Saturday
2014-09-20 12:00:00,56.76799999999999,33,mist,2014-09-20 12:00:00,Saturday
2014-09-20 16:00:00,71.78000000000004,47,broken clouds,2014-09-20 16:00:00,Saturday
